question,condition,variable,value,month,Mittelwert von value,Rating_in_relation_to_mean
Wie hat die Polizei welchen Fall gelöst?,F,participant_58,7.0,Oktober,4.133333333,2.8666666669999996
"Im Wald glaubt sie, hat der Jäger den Förster gesehen.",F,participant_58,7.0,Oktober,4.133333333,2.8666666669999996
Der Anwalt setzt sich für die Gleich- und Freiheit aller Menschen ein.,H 1.4,participant_58,3.0,Oktober,4.133333333,-1.1333333330000004
Das ist die Besonder- und Verrücktheit ihrer Herangehensweise.,H 1'.5,participant_58,6.0,Oktober,4.133333333,1.8666666669999996
Das Hotel bietet Gelegen- und Abgeschiedenheit zum Entspannen.,H 4.2,participant_58,1.0,Oktober,4.133333333,-3.1333333330000004
Die Tat wurde mit Verlogen- und Trunkenheit begangen.,H 4'.3,participant_58,6.0,Oktober,4.133333333,1.8666666669999996
Er ist immer wieder in finanzielle Schwierig- und Abhängigkeiten geraten.,K 2.6,participant_58,4.0,Oktober,4.133333333,-0.1333333330000004
Das ist seine Art von Öffentlich- und Wohltätigkeit.,K 5.4,participant_58,4.0,Oktober,4.133333333,-0.1333333330000004
Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,K 5'.1,participant_58,1.0,Oktober,4.133333333,-3.1333333330000004
Der Chef war dienst- und beruflich in Singapur.,L 2'.7,participant_58,2.0,Oktober,4.133333333,-2.1333333330000004
Das war schließ- und augenblicklich das Ende.,L 5.4,participant_58,5.0,Oktober,4.133333333,0.8666666669999996
Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,L 5'.1,participant_58,2.0,Oktober,4.133333333,-2.1333333330000004
Sie ist voller kindischer Verliebt- und Fröhlichkeit.,Mis 3.8,participant_58,2.0,Oktober,4.133333333,-2.1333333330000004
Die Geisterbahn ist voller Grausam- und Dunkelheit.,Mis 3'.1,participant_58,4.0,Oktober,4.133333333,-0.1333333330000004
Für Kinder sind Geborgen- und Unabhängigkeit wichtig.,Mis 6.2,participant_58,5.0,Oktober,4.133333333,0.8666666669999996
Die Autorin wirkte sehr sympathisch durch ihre Liebenswürdig- und Bescheidenheit.,Mis 6'.3,participant_58,1.0,Oktober,4.133333333,-3.1333333330000004
Für die Gesundheit ist Ruhe wichtig vor allem nächt- und abendlich.,Mix 3.8,participant_58,5.0,Oktober,4.133333333,0.8666666669999996
Er hat freund- und höflich abgesagt.,Mix 3'.1,participant_58,4.0,Oktober,4.133333333,-0.1333333330000004
Mutproben sind gefähr- und schrecklich.,Mix 6.2,participant_58,1.0,Oktober,4.133333333,-3.1333333330000004
Sie hat aber wirk- und tatsächlich mehr verlangt.,Mix 6'.3,participant_58,4.0,Oktober,4.133333333,-0.1333333330000004
Sie ist eher so der häus- und ängstliche Typ.,U 1.4,participant_58,6.0,Oktober,4.133333333,1.8666666669999996
Die beiden behandeln den Welpen väter- und mütterlich.,U 1'.5,participant_58,7.0,Oktober,4.133333333,2.8666666669999996
Sie fördert und fordert ihn nachdrück- und zärtlich.,U 4.2,participant_58,1.0,Oktober,4.133333333,-3.1333333330000004
Schottergärten sind häss- und grässlich.,U 4'.3,participant_58,7.0,Oktober,4.133333333,2.8666666669999996
Nudeln sind der neue Reis.,Deutsch_test_2,participant_58,6.0,Oktober,4.133333333,1.8666666669999996
Reis ist die neuen Nudeln.,Deutsch_test_3,participant_58,1.0,Oktober,4.133333333,-3.1333333330000004
Die Katze wurde unter gestreichelt und gekrault.,F,participant_59,1.0,Dezember,2.59375,-1.59375
Der Polizist hat den komplizierten Fall endlich gelöst.,F,participant_59,6.0,Dezember,2.59375,3.40625
"Er weiß, der Mann hat das neue und teure Handy geklaut.",F,participant_59,7.0,Dezember,2.59375,4.40625
"In Bayern meinte sie, haben die Lehrer die Schüler mehr unter Kontrolle.",F,participant_59,6.0,Dezember,2.59375,3.40625
"Ihr fahrt gerne in die Berge, obwohl ihr wohnt sehr nahe am Meer.",F,participant_59,1.0,Dezember,2.59375,-1.59375
Da gelacht rüber hat der Moderator natürlich nicht.,F,participant_59,1.0,Dezember,2.59375,-1.59375
Ihr Auftreten strahlt Gewiss- und Sicherheit aus.,H 1.2,participant_59,1.0,Dezember,2.59375,-1.59375
Der Diamant ist von seltener Rein- und Schönheit.,H 1'.3,participant_59,1.0,Dezember,2.59375,-1.59375
Eine Ausbildung in Frankreich steht für Gewandt- und Kultiviertheit.,H 4.8,participant_59,2.0,Dezember,2.59375,-0.59375
Sie strahlen Erhaben- und Vergangenheit aus.,H 4'.1,participant_59,2.0,Dezember,2.59375,-0.59375
Sie legt viel wert auf Höflich- und Pünktlichkeit.,K 2.4,participant_59,6.0,Dezember,2.59375,3.40625
Die Wichtig- und Richtigkeit der Erkenntnisse kann nicht oft genug betont werden.,K 2'.5,participant_59,5.0,Dezember,2.59375,2.40625
Jede Zeit kommt mit einer eigenen Idee von Männlich- und Weiblichkeit.,K 5.2,participant_59,3.0,Dezember,2.59375,0.40625
Die Erkenntnis über seine Gleichgültig- und Eitelkeit kam aber zu spät.,K 5'.3,participant_59,1.0,Dezember,2.59375,-1.59375
Ihre Beziehung ist immer noch leidenschaft- und glücklich.,L 2.4,participant_59,5.0,Dezember,2.59375,2.40625
Der Schraubenzieher ist hand- und dünnlich.,L 2'.5,participant_59,2.0,Dezember,2.59375,-0.59375
Seine Antwort war ehr- und erstaunlich.,L 5.2,participant_59,2.0,Dezember,2.59375,-0.59375
weil er behilf- und niedlich ist.,L 5'.3,participant_59,1.0,Dezember,2.59375,-1.59375
Die gute Zusammenarbeit basiert auf Vertraut- und Einigkeit.,Mis 3.6,participant_59,3.0,Dezember,2.59375,0.40625
Die Zuständig- und Begebenheiten in dem Fall sind noch nicht geklärt.,Mis 3'.7,participant_59,2.0,Dezember,2.59375,-0.59375
Vor lauter Beschränkt- und Bitterkeit hat der Nachbar keinen Kontakt zu den anderen.,Mis 6.4,participant_59,5.0,Dezember,2.59375,2.40625
Sie strahlt Glaubwürdig- und Selbstsicherheit aus.,Mis 6'.1,participant_59,6.0,Dezember,2.59375,3.40625
Sie treffen sich täg- und heimlich.,Mix 3.6,participant_59,2.0,Dezember,2.59375,-0.59375
Die Durchsuchung Mitten in der Nacht war amt- und gründlich.,Mix 3'.7,participant_59,2.0,Dezember,2.59375,-0.59375
Der Auftritt war lächer- und peinlich.,Mix 6.4,participant_59,1.0,Dezember,2.59375,-1.59375
Nachhaltig zu leben ist verantwort- und natürlich.,Mix 6'.1,participant_59,2.0,Dezember,2.59375,-0.59375
wenn die jähr- und tödliche Malariasaison wieder vor der Tür steht.,U 1.2,participant_59,1.0,Dezember,2.59375,-1.59375
Der Pfarrer hat sie irrtüm- und kürzlich kontaktiert.,U 1'.3,participant_59,1.0,Dezember,2.59375,-1.59375
Seine Verteidigung war widersprüch- und jämmerlich.,U 4.8,participant_59,1.0,Dezember,2.59375,-1.59375
Es schmeckt vorzüg- und köstlich.,U 4'.1,participant_59,1.0,Dezember,2.59375,-1.59375
Nudeln sind der neue Reis.,Deutsch_test_2,participant_59,1.0,Dezember,2.59375,-1.59375
Reis ist die neuen Nudeln.,Deutsch_test_3,participant_59,2.0,Dezember,2.59375,-0.59375
Das Haus wurde unter gestrichen.,F,participant_60,4.0,Juni,2.71875,1.28125
Die Familie hat eine teure Reise voreilig gebucht.,F,participant_60,6.0,Juni,2.71875,3.28125
"Er glaubt, die Mannschaft hat den Schiedsrichter bestochen.",F,participant_60,7.0,Juni,2.71875,4.28125
"Auf der Fähre glaubt er, hat der Urlauber den Kontrolleur belogen.",F,participant_60,5.0,Juni,2.71875,2.28125
"Die Familie isst gerne griechisch und türkisch, obwohl sie lebt jetzt in Italien.",F,participant_60,4.0,Juni,2.71875,1.28125
Da gestimmt für hat der Wähler aber nicht.,F,participant_60,1.0,Juni,2.71875,-1.71875
Viele streben innere Gelassen- und Zufriedenheit an.,H 1.8,participant_60,4.0,Juni,2.71875,1.28125
Die Klar- und Einfachheit der Lösung erstaunte alle.,H 1'.1,participant_60,2.0,Juni,2.71875,-0.71875
Das Hotel bietet Gelegen- und Abgeschiedenheit zum Entspannen.,H 4.2,participant_60,3.0,Juni,2.71875,0.28125
Die Tat wurde mit Verlogen- und Trunkenheit begangen.,H 4'.3,participant_60,3.0,Juni,2.71875,0.28125
Fachleute waren sich uneinig über die Möglich- und Wahrscheinlichkeit eines Wahlsieges.,K 2.2,participant_60,3.0,Juni,2.71875,0.28125
Den Redakteur würde ein Mangel an Aufrichtig- und Aufmerksamkeit am meisten stören.,K 2'.3,participant_60,3.0,Juni,2.71875,0.28125
Das ist seine Art von Öffentlich- und Wohltätigkeit.,K 5.4,participant_60,2.0,Juni,2.71875,-0.71875
Das Weihnachtsfest bedeutet für viele eine Atmosphäre von Selig- und Heiligkeit.,K 5'.5,participant_60,3.0,Juni,2.71875,0.28125
Die Landschaft dort ist fried- und herrlich.,L 2.2,participant_60,2.0,Juni,2.71875,-0.71875
Das Lachen ist herz- und kindlich.,L 2'.3,participant_60,1.0,Juni,2.71875,-1.71875
Das war schließ- und augenblicklich das Ende.,L 5.4,participant_60,1.0,Juni,2.71875,-1.71875
Die Ergebnisse sind vertrau- und wissenschaftlich.,L 5'.5,participant_60,1.0,Juni,2.71875,-1.71875
Der Papst erfreut sich großer Berühmt- und Herrlichkeit.,Mis 3.4,participant_60,2.0,Juni,2.71875,-0.71875
Die Geisterbahn ist voller Grausam- und Dunkelheit.,Mis 3'.1,participant_60,1.0,Juni,2.71875,-1.71875
Die Oma hat viel Weis- und Zärtlichkeit für ihre Enkel.,Mis 6.6,participant_60,1.0,Juni,2.71875,-1.71875
Für sie gelten Konzepte wie Jungfräulich- und Keuschheit häufiger.,Mis 6'.7,participant_60,2.0,Juni,2.71875,-0.71875
Oft ist mit dem männ- und menschlichen Körper ein und das Selbe gemeint.,Mix 3.4,participant_60,3.0,Juni,2.71875,0.28125
Er hat freund- und höflich abgesagt.,Mix 3'.1,participant_60,2.0,Juni,2.71875,-0.71875
Die Arbeitsleistung ist gewöhn- und ordentlich.,Mix 6.6,participant_60,1.0,Juni,2.71875,-1.71875
Das klingt als wäre er sehr empfind- und anhänglich.,Mix 6'.7,participant_60,3.0,Juni,2.71875,0.28125
In diesem Zustand ist die Deutsche Bahn leider weder pünkt- noch nützlich.,U 1.8,participant_60,2.0,Juni,2.71875,-0.71875
Die Lieder sind fröh- und tröstlich.,U 1'.1,participant_60,1.0,Juni,2.71875,-1.71875
Sie fördert und fordert ihn nachdrück- und zärtlich.,U 4.2,participant_60,2.0,Juni,2.71875,-0.71875
Schottergärten sind häss- und grässlich.,U 4'.3,participant_60,4.0,Juni,2.71875,1.28125
Nudeln sind der neue Reis.,Deutsch_test_2,participant_60,6.0,Juni,2.71875,3.28125
Reis ist die neuen Nudeln.,Deutsch_test_3,participant_60,2.0,Juni,2.71875,-0.71875
Bei der Schülerversammlung die Klassen wählen nacheinander und ordnungsgemäß die Schulsprecher.,F,participant_61,6.0,Mai,4.451612903,1.548387097
Der alte und geschützte Wald wurde vor gerodet.,F,participant_61,1.0,Mai,4.451612903,-3.451612903
Die Mutter hat ihren kleinen Sohn zum Kindergarten gebracht.,F,participant_61,7.0,Mai,4.451612903,2.548387097
Die Nachbarin hat der Frau den neuen und großen Blumenladen empfohlen.,F,participant_61,7.0,Mai,4.451612903,2.548387097
Ich habe dem Kunden sich selbst im Spiegel präsentiert.,F,participant_61,2.0,Mai,4.451612903,-2.451612903
Die Marathonläufer haben einander ihn als fähigen Trainer vorgeschlagen.,F,participant_61,5.0,Mai,4.451612903,0.548387097
Die Einfach- und Klarheit der Lösung erstaunte alle.,H 1.1,participant_61,7.0,Mai,4.451612903,2.548387097
Ihr Auftreten strahlt Sicher- und Gewissheit aus.,H 1'.2,participant_61,4.0,Mai,4.451612903,-0.451612903
Die Tat wurde mit Trunken- und Verlogenheit begangen.,H 4.3,participant_61,2.0,Mai,4.451612903,-2.451612903
Die Allgemein- und Gesamtheit der Regeln spricht dafür.,H 4'.4,participant_61,7.0,Mai,4.451612903,2.548387097
Den Redakteur würde ein Mangel an Aufmerksam- und Aufrichtigkeit am meisten stören.,K 2.3,participant_61,5.0,Mai,4.451612903,0.548387097
Sie legt viel wert auf Pünktlich- und Höflichkeit.,K 2'.4,participant_61,5.0,Mai,4.451612903,0.548387097
Das Weihnachtsfest umgibt eine Atmosphäre von Heilig- und Seligkeit.,K 5.5,participant_61,5.0,Mai,4.451612903,0.548387097
Die Ordensleute erzählen immer von Momenten der Barmherzig- und Glückseligkeit.,K 5'.6,participant_61,5.0,Mai,4.451612903,0.548387097
Das Lachen ist kind- und herzlich.,L 2.3,participant_61,5.0,Mai,4.451612903,0.548387097
Ihre Beziehung ist immer noch glück- und leidenschaftlich.,L 2'.4,participant_61,7.0,Mai,4.451612903,2.548387097
Die Ergebnisse sind wissenschaft- und vertraulich.,L 5.5,participant_61,2.0,Mai,4.451612903,-2.451612903
Am Anfang hat der Wein wider- und abscheulich geschmeckt.,L 5'.6,participant_61,2.0,Mai,4.451612903,-2.451612903
Die Geisterbahn ist voller Dunkel- und Grausamkeit.,Mis 3.1,participant_61,1.0,Mai,4.451612903,-3.451612903
Dafür sind Großzügig- und Verbundenheit entscheidend.,Mis 3'.2,participant_61,5.0,Mai,4.451612903,0.548387097
Für sie gelten Konzepte wie Keusch- und Jungfräulichkeit häufiger.,Mis 6.7,participant_61,5.0,Mai,4.451612903,0.548387097
Viele werden sich im Alter ihrer Sterblich- und Unzufriedenheit bewusst.,Mis 6'.8,participant_61,7.0,Mai,4.451612903,2.548387097
Er hat höf- und freundlich abgesagt.,Mix 3.1,participant_61,7.0,Mai,4.451612903,2.548387097
Die Bezahlung vieler Berufe ist leid- und kümmerlich.,Mix 3'.2,participant_61,5.0,Mai,4.451612903,0.548387097
Das klingt als wäre er sehr anhäng- und empfindlich.,Mix 6.7,participant_61,2.0,Mai,4.451612903,-2.451612903
Der ganze Papierkram für ein Visum ist erforder- und umständlich.,Mix 6'.8,participant_61,4.0,Mai,4.451612903,-0.451612903
Die Lieder sind tröst- und fröhlich.,U 1.1,participant_61,5.0,Mai,4.451612903,0.548387097
wenn die töd- und jährliche Malariasaison wieder vor der Tür steht.,U 1'.2,participant_61,2.0,Mai,4.451612903,-2.451612903
Schottergärten sind gräss- und hässlich.,U 4.3,participant_61,7.0,Mai,4.451612903,2.548387097
Der Tiger hat den Pfleger plötz- und vorsätzlich angegriffen.,U 4'.4,participant_61,2.0,Mai,4.451612903,-2.451612903
Reis ist die neuen Nudeln.,Deutsch_test_3,participant_61,2.0,Mai,4.451612903,-2.451612903
Der Kaiser hat dem Fürsten den berühmten und begabten Maler empfohlen.,F,participant_62,3.0,Februar,3.875,-0.875
"Im Einkaufszentrum meint sie, hat der Ladenbesitzer den eleganten und gut geführten Laden geschlossen.",F,participant_62,3.0,Februar,3.875,-0.875
Die Bergführer haben einander ihn als kompetenten und zuverlässigen Begleiter empfohlen.,F,participant_62,2.0,Februar,3.875,-1.875
Beim Stammtisch die drei Freunde spielen mit Vorliebe Skat und Würfeln.,F,participant_62,1.0,Februar,3.875,-2.875
Die Suppe wurde gegen versalzen.,F,participant_62,1.0,Februar,3.875,-2.875
Der Patient hat den geldgierigen und unprofessionellen Zahnarzt überlistet.,F,participant_62,7.0,Februar,3.875,3.125
Das ist die Verrückt- und Besonderheit ihrer Herangehensweise.,H 1.5,participant_62,6.0,Februar,3.875,2.125
Die Klar- und Einfachheit der Lösung erstaunte alle.,H 1'.1,participant_62,1.0,Februar,3.875,-2.875
Eigenschaften wie Lüstern- und Verderbtheit sind absolut unpassend.,H 4.6,participant_62,6.0,Februar,3.875,2.125
Der Richter vermittelt mit Rechtschaffen- und Besonnenheit.,H 4'.7,participant_62,6.0,Februar,3.875,2.125
Fachleute waren sich uneinig über die Möglich- und Wahrscheinlichkeit eines Wahlsieges.,K 2.2,participant_62,5.0,Februar,3.875,1.125
Den Redakteur würde ein Mangel an Aufrichtig- und Aufmerksamkeit am meisten stören.,K 2'.3,participant_62,3.0,Februar,3.875,-0.875
Für eine Sekunde war der Zauber von Unsterblich- und Unendlichkeit zu spüren.,K 5.8,participant_62,3.0,Februar,3.875,-0.875
Der Autounfall ist auf Unzurechnungsfähig- und Fahrlässigkeit zurückzuführen.,K 5'.1,participant_62,3.0,Februar,3.875,-0.875
Die Landschaft dort ist fried- und herrlich.,L 2.2,participant_62,5.0,Februar,3.875,1.125
Das Lachen ist herz- und kindlich.,L 2'.3,participant_62,5.0,Februar,3.875,1.125
Selbst für erfahrene Rettungskräfte war der Anblick entsetz- und sonderlich.,L 5.8,participant_62,5.0,Februar,3.875,1.125
Die Neuigkeiten sind für sie gleichzeitig bedroh- und erfreulich.,L 5'.1,participant_62,7.0,Februar,3.875,3.125
Der Papst erfreut sich großer Berühmt- und Herrlichkeit.,Mis 3.4,participant_62,5.0,Februar,3.875,1.125
Die Welthungerhilfe betont die Notwendig- und Knappheit von Lebensmitteln.,Mis 3'.5,participant_62,6.0,Februar,3.875,2.125
Für Kinder sind Geborgen- und Unabhängigkeit wichtig.,Mis 6.2,participant_62,4.0,Februar,3.875,0.125
Die Autorin wirkte sehr sympathisch durch ihre Liebenswürdig- und Bescheidenheit.,Mis 6'.3,participant_62,1.0,Februar,3.875,-2.875
Oft ist mit dem männ- und menschlichen Körper ein und das Selbe gemeint.,Mix 3.4,participant_62,7.0,Februar,3.875,3.125
Im Kindergarten wird alles schwester- und brüderlich geteilt.,Mix 3'.5,participant_62,7.0,Februar,3.875,3.125
Mutproben sind gefähr- und schrecklich.,Mix 6.2,participant_62,3.0,Februar,3.875,-0.875
Sie hat aber wirk- und tatsächlich mehr verlangt.,Mix 6'.3,participant_62,1.0,Februar,3.875,-2.875
Sie ist eher so der häus- und ängstliche Typ.,U 1.4,participant_62,6.0,Februar,3.875,2.125
Die Lieder sind fröh- und tröstlich.,U 1'.1,participant_62,2.0,Februar,3.875,-1.875
Die Bank will buchstäb- und zusätzlich hundert tausend Euro.,U 4.6,participant_62,3.0,Februar,3.875,-0.875
Eine Zeitung ist ein auf die Gegenwart alltäg- und bezügliches Medium.,U 4'.7,participant_62,3.0,Februar,3.875,-0.875
Nudeln sind der neue Reis.,Deutsch_test_2,participant_62,3.0,Februar,3.875,-0.875
Reis ist die neuen Nudeln.,Deutsch_test_3,participant_62,1.0,Februar,3.875,-2.875
Die Mutter hat dem Sohn es verboten.,F,participant_63,5.0,April,4.28125,0.71875
"Der Chemiker meint er, dass den Pharmakonzern belogen hat.",F,participant_63,3.0,April,4.28125,-1.28125
Die Sitzung wurde aus vertagt.,F,participant_63,2.0,April,4.28125,-2.28125
Auf dem Markt verkaufen viele Bauern Obst und Gemüse.,F,participant_63,6.0,April,4.28125,1.71875
Was hat der Verkäufer welchem Kunden geraten?,F,participant_63,4.0,April,4.28125,-0.28125
"In der Elbe glaubt sie, hat der Fischer das kleine und flinke Boot versenkt.",F,participant_63,3.0,April,4.28125,-1.28125
Ihr Auftreten strahlt Gewiss- und Sicherheit aus.,H 1.2,participant_63,6.0,April,4.28125,1.71875
Der Diamant ist von seltener Rein- und Schönheit.,H 1'.3,participant_63,5.0,April,4.28125,0.71875
Die Gesamt- und Allgemeinheit der Regeln spricht dafür.,H 4.4,participant_63,6.0,April,4.28125,1.71875
"Er glaubt, dass die Staatsanwälte zu viel Verschwiegen- und Befangenheit an den Tag legen.",H 4'.5,participant_63,4.0,April,4.28125,-0.28125
Sie legt viel wert auf Höflich- und Pünktlichkeit.,K 2.4,participant_63,6.0,April,4.28125,1.71875
Das Hotel erfüllte ihre Erwartungen und überzeugte vor allem durch Gemütlich- und Sauberkeit.,K 2'.1,participant_63,6.0,April,4.28125,1.71875
Die Ordensleute erzählen immer von Momenten der Glückselig- und Barmherzigkeit.,K 5.6,participant_63,4.0,April,4.28125,-0.28125
Die Unfähig- und Feindseligkeit der Angestellten ist alles andere als guter Service.,K 5'.7,participant_63,3.0,April,4.28125,-1.28125
Ihre Beziehung ist immer noch leidenschaft- und glücklich.,L 2.4,participant_63,5.0,April,4.28125,0.71875
Die Probleme sind vor allem recht- und zeitlicher Natur.,L 2'.1,participant_63,5.0,April,4.28125,0.71875
Am Anfang hat der Wein abscheu- und widerlich geschmeckt.,L 5.6,participant_63,2.0,April,4.28125,-2.28125
Wir verwenden ausdrück- und ausschließlich regionale Zutaten.,L 5'.7,participant_63,5.0,April,4.28125,0.71875
Dafür sind Verbunden- und Großzügigkeit entscheidend.,Mis 3.2,participant_63,6.0,April,4.28125,1.71875
Das Verhalten ist an Hässlich- und Gemeinheit nicht zu übertreffen.,Mis 3'.3,participant_63,3.0,April,4.28125,-1.28125
Viele werden sich im Alter ihrer Unzufrieden- und Sterblichkeit bewusst.,Mis 6.8,participant_63,5.0,April,4.28125,0.71875
Sie strahlt Glaubwürdig- und Selbstsicherheit aus.,Mis 6'.1,participant_63,5.0,April,4.28125,0.71875
Die Bezahlung vieler Berufe ist kümmer- und leidlich.,Mix 3.2,participant_63,2.0,April,4.28125,-2.28125
Bischöfe bestimmten die welt- und göttliche Ordnung.,Mix 3'.3,participant_63,3.0,April,4.28125,-1.28125
Der ganze Papierkram für ein Visum ist umständ- und erforderlich.,Mix 6.8,participant_63,5.0,April,4.28125,0.71875
Nachhaltig zu leben ist verantwort- und natürlich.,Mix 6'.1,participant_63,6.0,April,4.28125,1.71875
wenn die jähr- und tödliche Malariasaison wieder vor der Tür steht.,U 1.2,participant_63,5.0,April,4.28125,0.71875
Der Pfarrer hat sie irrtüm- und kürzlich kontaktiert.,U 1'.3,participant_63,3.0,April,4.28125,-1.28125
Der Tiger hat den Pfleger vorsätz- und plötzlich angegriffen.,U 4.4,participant_63,3.0,April,4.28125,-1.28125
