condition,ex1_order,question,variable,value,month,Mittelwert von value,Rating_in_relation_to_mean,frequency,ex1_umlaut,item,first,second
L 5'.2,NaN,Seine Antwort war erstaun- und ehrlich.,participant_121,2.0,September,3.516129032,-1.5161290319999998,complex,no umlaut,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,Seine Antwort war erstaun- und ehrlich.,participant_125,2.0,September,3.3125,-1.3125,complex,no umlaut,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,Seine Antwort war erstaun- und ehrlich.,participant_134,3.0,September,4.15625,-1.15625,complex,no umlaut,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,Seine Antwort war erstaun- und ehrlich.,participant_144,7.0,Januar,4.3125,2.6875,complex,no umlaut,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,Seine Antwort war erstaun- und ehrlich.,participant_150,7.0,Januar,4.875,2.125,complex,no umlaut,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,Seine Antwort war erstaun- und ehrlich.,participant_156,1.0,September,2.03125,-1.03125,complex,no umlaut,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,Seine Antwort war erstaun- und ehrlich.,participant_160,7.0,September,2.9375,4.0625,complex,no umlaut,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,Seine Antwort war erstaun- und ehrlich.,participant_163,2.0,Januar,3.03125,-1.03125,complex,no umlaut,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
L 5'.2,NaN,Seine Antwort war erstaun- und ehrlich.,participant_169,2.0,September,3.59375,-1.59375,complex,no umlaut,Seine Antwort war erstaun- und ehrlich.,erstaun,ehrlich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_1,1.0,September,2.866666667,-1.866666667,complex,umlaut mix,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_1,1.0,September,2.866666667,-1.866666667,complex,umlaut mix,"Die Firma hat der Studentin ein Angebot gemacht.
Sie hat aber tatsäch- und wirklich mehr verlangt.",tatsäch,wirklich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_10,3.0,Januar,3.15625,-0.15625,complex,umlaut mix,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_10,3.0,Januar,3.15625,-0.15625,complex,umlaut mix,"Die Firma hat der Studentin ein Angebot gemacht.
Sie hat aber tatsäch- und wirklich mehr verlangt.",tatsäch,wirklich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_19,1.0,Januar,2.78125,-1.78125,complex,umlaut mix,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_19,1.0,Januar,2.78125,-1.78125,complex,umlaut mix,"Die Firma hat der Studentin ein Angebot gemacht.
Sie hat aber tatsäch- und wirklich mehr verlangt.",tatsäch,wirklich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_26,2.0,September,2.90625,-0.90625,complex,umlaut mix,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_26,2.0,September,2.90625,-0.90625,complex,umlaut mix,"Die Firma hat der Studentin ein Angebot gemacht.
Sie hat aber tatsäch- und wirklich mehr verlangt.",tatsäch,wirklich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_31,6.0,September,3.5,2.5,complex,umlaut mix,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_31,6.0,September,3.5,2.5,complex,umlaut mix,"Die Firma hat der Studentin ein Angebot gemacht.
Sie hat aber tatsäch- und wirklich mehr verlangt.",tatsäch,wirklich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_35,3.0,September,4.03125,-1.03125,complex,umlaut mix,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_35,3.0,September,4.03125,-1.03125,complex,umlaut mix,"Die Firma hat der Studentin ein Angebot gemacht.
Sie hat aber tatsäch- und wirklich mehr verlangt.",tatsäch,wirklich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_36,1.0,September,3.53125,-2.53125,complex,umlaut mix,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_36,1.0,September,3.53125,-2.53125,complex,umlaut mix,"Die Firma hat der Studentin ein Angebot gemacht.
Sie hat aber tatsäch- und wirklich mehr verlangt.",tatsäch,wirklich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_40,5.0,September,4.03125,0.96875,complex,umlaut mix,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_40,5.0,September,4.03125,0.96875,complex,umlaut mix,"Die Firma hat der Studentin ein Angebot gemacht.
Sie hat aber tatsäch- und wirklich mehr verlangt.",tatsäch,wirklich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_44,2.0,September,3.40625,-1.40625,complex,umlaut mix,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_44,2.0,September,3.40625,-1.40625,complex,umlaut mix,"Die Firma hat der Studentin ein Angebot gemacht.
Sie hat aber tatsäch- und wirklich mehr verlangt.",tatsäch,wirklich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_45,7.0,Januar,4.59375,2.40625,complex,umlaut mix,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_45,7.0,Januar,4.59375,2.40625,complex,umlaut mix,"Die Firma hat der Studentin ein Angebot gemacht.
Sie hat aber tatsäch- und wirklich mehr verlangt.",tatsäch,wirklich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_47,1.0,September,1.8125,-0.8125,complex,umlaut mix,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_47,1.0,September,1.8125,-0.8125,complex,umlaut mix,"Die Firma hat der Studentin ein Angebot gemacht.
Sie hat aber tatsäch- und wirklich mehr verlangt.",tatsäch,wirklich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_71,2.0,Januar,2.6875,-0.6875,complex,umlaut mix,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_71,2.0,Januar,2.6875,-0.6875,complex,umlaut mix,"Die Firma hat der Studentin ein Angebot gemacht.
Sie hat aber tatsäch- und wirklich mehr verlangt.",tatsäch,wirklich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_76,2.0,Januar,2.75,-0.75,complex,umlaut mix,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_76,2.0,Januar,2.75,-0.75,complex,umlaut mix,"Die Firma hat der Studentin ein Angebot gemacht.
Sie hat aber tatsäch- und wirklich mehr verlangt.",tatsäch,wirklich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_80,1.0,Januar,2.9375,-1.9375,complex,umlaut mix,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_80,1.0,Januar,2.9375,-1.9375,complex,umlaut mix,"Die Firma hat der Studentin ein Angebot gemacht.
Sie hat aber tatsäch- und wirklich mehr verlangt.",tatsäch,wirklich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_93,1.0,September,1.935483871,-0.935483871,complex,umlaut mix,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_93,1.0,September,1.935483871,-0.935483871,complex,umlaut mix,"Die Firma hat der Studentin ein Angebot gemacht.
Sie hat aber tatsäch- und wirklich mehr verlangt.",tatsäch,wirklich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_100,1.0,Januar,1.625,-0.625,complex,umlaut mix,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_100,1.0,Januar,1.625,-0.625,complex,umlaut mix,"Die Firma hat der Studentin ein Angebot gemacht.
Sie hat aber tatsäch- und wirklich mehr verlangt.",tatsäch,wirklich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_111,1.0,Januar,2.03125,-1.03125,complex,umlaut mix,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_111,1.0,Januar,2.03125,-1.03125,complex,umlaut mix,"Die Firma hat der Studentin ein Angebot gemacht.
Sie hat aber tatsäch- und wirklich mehr verlangt.",tatsäch,wirklich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_114,1.0,September,2.1875,-1.1875,complex,umlaut mix,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_114,1.0,September,2.1875,-1.1875,complex,umlaut mix,"Die Firma hat der Studentin ein Angebot gemacht.
Sie hat aber tatsäch- und wirklich mehr verlangt.",tatsäch,wirklich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_115,1.0,September,1.75,-0.75,complex,umlaut mix,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_115,1.0,September,1.75,-0.75,complex,umlaut mix,"Die Firma hat der Studentin ein Angebot gemacht.
Sie hat aber tatsäch- und wirklich mehr verlangt.",tatsäch,wirklich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_118,1.0,Januar,3.28125,-2.28125,complex,umlaut mix,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_118,1.0,Januar,3.28125,-2.28125,complex,umlaut mix,"Die Firma hat der Studentin ein Angebot gemacht.
Sie hat aber tatsäch- und wirklich mehr verlangt.",tatsäch,wirklich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_119,1.0,Januar,4.0625,-3.0625,complex,umlaut mix,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_119,1.0,Januar,4.0625,-3.0625,complex,umlaut mix,"Die Firma hat der Studentin ein Angebot gemacht.
Sie hat aber tatsäch- und wirklich mehr verlangt.",tatsäch,wirklich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_121,1.0,September,3.516129032,-2.516129032,complex,umlaut mix,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_121,1.0,September,3.516129032,-2.516129032,complex,umlaut mix,"Die Firma hat der Studentin ein Angebot gemacht.
Sie hat aber tatsäch- und wirklich mehr verlangt.",tatsäch,wirklich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_125,1.0,September,3.3125,-2.3125,complex,umlaut mix,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_125,1.0,September,3.3125,-2.3125,complex,umlaut mix,"Die Firma hat der Studentin ein Angebot gemacht.
Sie hat aber tatsäch- und wirklich mehr verlangt.",tatsäch,wirklich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_134,4.0,September,4.15625,-0.15625,complex,umlaut mix,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_134,4.0,September,4.15625,-0.15625,complex,umlaut mix,"Die Firma hat der Studentin ein Angebot gemacht.
Sie hat aber tatsäch- und wirklich mehr verlangt.",tatsäch,wirklich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_144,1.0,Januar,4.3125,-3.3125,complex,umlaut mix,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_144,1.0,Januar,4.3125,-3.3125,complex,umlaut mix,"Die Firma hat der Studentin ein Angebot gemacht.
Sie hat aber tatsäch- und wirklich mehr verlangt.",tatsäch,wirklich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_150,3.0,Januar,4.875,-1.875,complex,umlaut mix,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_150,3.0,Januar,4.875,-1.875,complex,umlaut mix,"Die Firma hat der Studentin ein Angebot gemacht.
Sie hat aber tatsäch- und wirklich mehr verlangt.",tatsäch,wirklich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_156,1.0,September,2.03125,-1.03125,complex,umlaut mix,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_156,1.0,September,2.03125,-1.03125,complex,umlaut mix,"Die Firma hat der Studentin ein Angebot gemacht.
Sie hat aber tatsäch- und wirklich mehr verlangt.",tatsäch,wirklich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_160,1.0,September,2.9375,-1.9375,complex,umlaut mix,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_160,1.0,September,2.9375,-1.9375,complex,umlaut mix,"Die Firma hat der Studentin ein Angebot gemacht.
Sie hat aber tatsäch- und wirklich mehr verlangt.",tatsäch,wirklich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_163,1.0,Januar,3.03125,-2.03125,complex,umlaut mix,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_163,1.0,Januar,3.03125,-2.03125,complex,umlaut mix,"Die Firma hat der Studentin ein Angebot gemacht.
Sie hat aber tatsäch- und wirklich mehr verlangt.",tatsäch,wirklich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_169,2.0,September,3.59375,-1.59375,complex,umlaut mix,"Die Trauzeugin hat bei der Hochzeit gesungen.
Der Auftritt war lächer- und peinlich.",lächer,peinlich
Mix 6.3,NaN,Sie hat aber tatsäch- und wirklich mehr verlangt.,participant_169,2.0,September,3.59375,-1.59375,complex,umlaut mix,"Die Firma hat der Studentin ein Angebot gemacht.
Sie hat aber tatsäch- und wirklich mehr verlangt.",tatsäch,wirklich
Mix 6'.4,NaN,Der Auftritt war pein- und lächerlich.,participant_1,1.0,September,2.866666667,-1.866666667,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.4,NaN,Der Auftritt war pein- und lächerlich.,participant_10,3.0,Januar,3.15625,-0.15625,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.4,NaN,Der Auftritt war pein- und lächerlich.,participant_19,1.0,Januar,2.78125,-1.78125,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.4,NaN,Der Auftritt war pein- und lächerlich.,participant_26,2.0,September,2.90625,-0.90625,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.4,NaN,Der Auftritt war pein- und lächerlich.,participant_31,6.0,September,3.5,2.5,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.4,NaN,Der Auftritt war pein- und lächerlich.,participant_35,2.0,September,4.03125,-2.03125,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.4,NaN,Der Auftritt war pein- und lächerlich.,participant_36,1.0,September,3.53125,-2.53125,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.4,NaN,Der Auftritt war pein- und lächerlich.,participant_40,2.0,September,4.03125,-2.03125,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.4,NaN,Der Auftritt war pein- und lächerlich.,participant_44,2.0,September,3.40625,-1.40625,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.4,NaN,Der Auftritt war pein- und lächerlich.,participant_45,5.0,Januar,4.59375,0.40625,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.4,NaN,Der Auftritt war pein- und lächerlich.,participant_47,1.0,September,1.8125,-0.8125,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.4,NaN,Der Auftritt war pein- und lächerlich.,participant_71,2.0,Januar,2.6875,-0.6875,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.4,NaN,Der Auftritt war pein- und lächerlich.,participant_76,2.0,Januar,2.75,-0.75,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.4,NaN,Der Auftritt war pein- und lächerlich.,participant_80,1.0,Januar,2.9375,-1.9375,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.4,NaN,Der Auftritt war pein- und lächerlich.,participant_93,1.0,September,1.935483871,-0.935483871,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.4,NaN,Der Auftritt war pein- und lächerlich.,participant_100,1.0,Januar,1.625,-0.625,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.4,NaN,Der Auftritt war pein- und lächerlich.,participant_111,1.0,Januar,2.03125,-1.03125,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
Mix 6'.4,NaN,Der Auftritt war pein- und lächerlich.,participant_114,1.0,September,2.1875,-1.1875,complex,umlaut mix,Der Auftritt war pein- und lächerlich.,pein,lächerlich
